cpd00001,-47963.78895
cpd00002,-1672514.633
cpd00003,-1841698.883
cpd00004,-1842167.174
cpd00005,-2197878.518
cpd00006,-2197428.897
cpd00010,-2402850.713
cpd00013,-35760.8897
cpd00014,-1283593.808
cpd00015,-2102747.507
cpd00018,-960206.0192
cpd00019,-1034170.534
cpd00022,-2498586.058
cpd00031,-1363730.318
cpd00036,-286155.5751
cpd00037,-1750031.334
cpd00038,-1719721.442
cpd00040,-189904.6677
cpd00042,-881348.9759
cpd00046,-914806.5997
cpd00047,-118800.4401
cpd00048,-438909.3345
cpd00055,-71841.61552
cpd00062,-1639592.101
cpd00065,-430555.0795
cpd00066,-348016.0526
cpd00068,-1685005.483
cpd00070,-2616632.042
cpd00073,-141340.749
cpd00078,-2641296.706
cpd00080,-572034.3362
cpd00083,-1746883.868
cpd00108,-431112.203
cpd00111,-1761924.507
cpd00115,-1625309.778
cpd00119,-344270.1061
cpd00121,-431120.8811
cpd00122,-514413.4112
cpd00126,-1007429.373
cpd00135,-477647.5202
cpd00139,-190656.9425
cpd00141,-168098.26
cpd00142,-239210.9803
cpd00144,-1712944.648
cpd00151,-284915.067
cpd00156,-252395.08
cpd00157,-215559.2038
cpd00158,-814272.5943
cpd00159,-215307.3419
cpd00161,-274954.9054
cpd00162,-132249.8679
cpd00225,-216767.8561
cpd00169,-618247.4722
cpd00170,-430379.8943
cpd00176,-430118.3748
cpd00177,-1269312.843
cpd00178,-121158.1877
cpd00184,-549010.1732
cpd00185,-359265.788
cpd00188,-584062.6178
cpd00193,-1351719.067
cpd00196,-499456.54
cpd00200,-288497.9737
cpd00201,-1057085.74
cpd00203,-974244.9015
cpd00206,-867609.3677
cpd00212,-431119.2029
cpd00214,-488501.4534
cpd00216,-525429.1325
cpd00221,-215307.3166
cpd00222,-478062.0021
cpd00223,-262508.7229
cpd00224,-359266.4038
cpd00227,-274950.9056
cpd00229,-143702.8503
cpd00232,-728969.4882
cpd00234,-430370.8831
cpd00242,-166022.9492
cpd00246,-616963.8914
cpd00247,-378324.8879
cpd00248,-454766.3023
cpd00249,-571566.9909
cpd00250,-296459.9239
cpd00260,-476062.1108
cpd00263,-371296.8446
cpd00266,-348867.5454
cpd00278,-442008.0273
cpd00279,-2594344.293
cpd00282,-379068.5243
cpd00284,-833796.2658
cpd00288,-774644.2336
cpd00294,-913011.1933
cpd00295,-1316526.307
cpd00296,-960218.6601
cpd00297,-1261028.935
cpd00298,-904744.5779
cpd00304,-535640.6486
cpd00306,-360004.4515
cpd00309,-352887.9056
cpd00311,-651702.1775
cpd00314,-431853.9908
cpd00323,-276300.7845
cpd00329,-194356.3327
cpd00330,-985228.0835
cpd00331,-428100.2611
cpd00333,-167339.331
cpd00334,-168353.363
cpd00337,-261010.9245
cpd00344,-404436.5712
cpd00346,-274205.4327
cpd00351,-622092.9214
cpd00355,-928899.4638
cpd00357,-1617056.479
cpd00359,-228200.2966
cpd00362,-532884.5999
cpd00363,-97246.53889
cpd00365,-536386.4982
cpd00366,-360003.9161
cpd00367,-559078.9763
cpd00373,-503149.6228
cpd00382,-1197410.635
cpd00383,-406808.5624
cpd00387,-1699648.345
cpd00388,-424624.9824
cpd00393,-984488.4267
cpd00408,-336449.4987
cpd00420,-558996.7942
cpd00428,-167603.2861
cpd00432,-380569.095
cpd00435,-217510.6096
cpd00446,-912529.8081
cpd00453,-169100.0255
cpd00458,-385103.0402
cpd00465,-331237.5917
cpd00485,-786836.3166
cpd00492,-514404.0313
cpd00499,-1142578.324
cpd00533,-1223906.682
cpd00541,-790381.8527
cpd00550,-250304.4073
cpd00562,-245126.9529
cpd00581,-167339.3382
cpd00588,-431855.113
cpd00592,-2473940.94
cpd19008,-193008.3271
cpd00622,-532644.8885
cpd00636,-195098.1947
cpd00644,-491589.7994
cpd00655,-2047119.3
cpd00658,-525434.168
cpd00699,-454031.754
cpd00702,-533620.6788
cpd00712,-335707.1028
cpd00718,-379820.8518
cpd00722,-346074.082
cpd00726,-144700.0294
cpd00728,-239949.5806
cpd00745,-215303.6657
cpd00751,-383906.6768
cpd00794,-814265.9309
cpd00795,-358009.0023
cpd00797,-239956.2992
cpd00804,-787582.1076
cpd00806,-739640.1758
cpd00810,-1045351.096
cpd00812,-692186.8636
cpd00831,-739638.5771
cpd00841,-1048480.811
cpd00843,-261761.2113
cpd00865,-886580.6031
cpd00873,-941092.0865
cpd00876,-239949.6567
cpd00911,-786109.6947
cpd00982,-2103775.772
cpd01011,-145794.0801
cpd01055,-431119.093
cpd01066,-431861.2638
cpd01088,-244380.5653
cpd01101,-153540.1468
cpd01106,-277040.5665
cpd01116,-142189.0924
cpd01133,-1580561.263
cpd01138,-334361.2452
cpd01171,-431855.7253
cpd01186,-383913.5118
cpd01194,-310046.7954
cpd01217,-664185.3156
cpd01269,-121898.1352
cpd01307,-360004.1718
cpd01367,-301944.0903
cpd01383,-287410.7616
cpd01394,-442760.7026
cpd01395,-287410.3873
cpd01399,-1580564.57
cpd01430,-535650.376
cpd01432,-274953.297
cpd01502,-310046.6208
cpd01512,-297856.5226
cpd01536,-1746874.562
cpd01550,-652195.0149
cpd01598,-474801.2488
cpd01675,-2641281.95
cpd01677,-237673.4964
cpd01682,-444630.68
cpd01691,-977191.7448
cpd01696,-489698.8477
cpd01700,-358012.6225
cpd01715,-348128.8096
cpd01716,-406072.7271
cpd01720,-308687.178
cpd01725,-406066.7265
cpd01756,-597785.1222
cpd01762,-237081.9604
cpd01793,-476572.4149
cpd01795,-430859.5764
cpd01895,-533394.0566
cpd01896,-655921.8149
cpd01915,-789678.9937
cpd01934,-469284.2381
cpd01947,-193750.9618
cpd01958,-322155.3667
cpd01964,-263977.6219
cpd01977,-677166.7619
cpd02015,-925375.372
cpd02023,-627561.5753
cpd02051,-370453.0937
cpd02112,-470922.4045
cpd02129,-264720.6538
cpd02140,-843955.231
cpd02143,-430382.2505
cpd19025,-786840.9447
cpd02155,-776167.9199
cpd02182,-1048958.047
cpd02186,-379818.3214
cpd02210,-799474.5227
cpd02219,-561603.2925
cpd02235,-250903.7126
cpd02264,-1559856.286
cpd02265,-1559846.965
cpd01705,-382657.6273
cpd02294,-323509.467
cpd02311,-356472.3404
cpd02324,-379066.1129
cpd02431,-250621.2982
cpd02441,-430118.875
cpd00922,-275555.6081
cpd02543,-300902.5251
cpd02612,-870133.202
cpd02616,-1584766.53
cpd02662,-2688478.26
cpd02711,-785852.5246
cpd02836,-725725.5922
cpd02851,-949534.2148
cpd02857,-857701.6524
cpd02884,-1020648.307
cpd02886,-2188757.177
cpd02889,-726475.0619
cpd02893,-961994.4036
cpd19032,-1234941.231
cpd03123,-2643628.122
cpd03125,-2596429.3
cpd00880,-833056.8993
cpd03221,-708939.914
cpd03292,-896335.8308
cpd03325,-418860.1193
cpd01504,-156151.1321
cpd03518,-1767420.045
cpd03535,-736493.6802
cpd03561,-239952.0089
cpd03662,-146539.0797
cpd03671,-774642.81
cpd03721,-1197425.187
cpd03737,-263853.9069
cpd03763,-2619590.873
cpd03879,-287410.5926
cpd00480,-477317.0224
cpd04130,-2667542.345
cpd04194,-978538.5264
cpd19069,-288362.1101
cpd04878,-798133.2696
cpd04882,-1239893.36
cpd05158,-814256.6884
cpd05400,-195077.1944
cpd08210,-513230.2734
cpd08505,-668351.8197
cpd00521,-1596246.572
cpd09876,-783969.9426
cpd09877,-1139702.346
cpd10719,-348867.5093
cpd11314,-477317.3593
cpd15026,-194331.9311
cpd16300,-572792.2483
cpd19187,-1169982.588
cpd17073,-513234.2069
cpd21080,-368363.2517
cpd00001,-47963.78895
cpd00009,-403694.1663
cpd00012,-759717.363
cpd00020,-214558.8097
cpd00023,-345809.8814
cpd00024,-357264.696
cpd00026,-1666740.692
cpd00027,-431114.1496
cpd00029,-143453.4849
cpd00032,-332617.1409
cpd00033,-178453.6954
cpd00035,-203101.9421
cpd00039,-312046.4391
cpd00041,-321161.5272
cpd00043,-1666738.286
cpd00051,-380774.9966
cpd00052,-1627125.117
cpd00053,-333603.8079
cpd00054,-250304.408
cpd00061,-570279.4332
cpd00064,-287405.1844
cpd00069,-395221.1777
cpd00071,-96501.28426
cpd00072,-786844.0503
cpd00076,-814269.2304
cpd00079,-786841.3993
cpd00082,-431115.0658
cpd00085,-203099.928
cpd00089,-786842.491
cpd00095,-571287.9742
cpd00101,-714986.2226
cpd00102,-571285.401
cpd00103,-1427018.069
cpd00105,-359264.1964
cpd00106,-285400.3919
cpd00107,-277042.3331
cpd00113,-882454.1768
cpd00117,-203101.9237
cpd00128,-293183.7446
cpd00130,-333363.2471
cpd00133,-261589.307
cpd00137,-476063.8007
cpd00138,-431117.8164
cpd00143,-359466.1459
cpd00145,-261761.8977
cpd00146,-509525.7665
cpd00147,-831821.654
cpd00154,-359267.2065
cpd00163,-1594874.306
cpd00164,-477321.7608
cpd00171,-714984.4223
cpd00179,-814262.8326
cpd00182,-604487.4501
cpd00186,-345809.8751
cpd00191,-214556.2545
cpd00198,-714992.1293
cpd00199,-239203.5437
cpd00202,-882461.4138
cpd00207,-340404.9388
cpd00215,-370553.5301
cpd00235,-786837.7335
cpd00236,-643132.1202
cpd00256,-1429307.564
cpd00258,-359262.6031
cpd00259,-359263.6369
cpd00269,-381908.736
cpd00274,-392983.2142
cpd00280,-477314.3182
cpd00281,-227749.6322
cpd00285,-487981.9124
cpd00290,-1142580.056
cpd00293,-870142.376
cpd00342,-382896.3262
cpd00343,-426736.2602
cpd00368,-359261.4527
cpd00386,-333363.2594
cpd00390,-1654247.386
cpd00396,-383909.5894
cpd00397,-359264.3388
cpd00404,-287405.176
cpd00419,-359093.9764
cpd00437,-477319.2463
cpd00438,-557283.4285
cpd00444,-1355378.446
cpd00451,-271820.8896
cpd00457,-561891.2637
cpd00475,-714997.9182
cpd00477,-441301.3581
cpd00482,-618240.6997
cpd00502,-1044588.542
cpd00504,-430099.8907
cpd19006,-786834.2574
cpd00510,-667789.8036
cpd00516,-430098.4359
cpd00523,-1169998.902
cpd00549,-312046.6698
cpd00642,-383910.3017
cpd00672,-477322.203
cpd00684,-334692.0325
cpd00691,-1594880.438
cpd00695,-345061.8157
cpd00705,-370457.0505
cpd00738,-606043.1284
cpd00793,-1083609.171
cpd00807,-653801.749
cpd00808,-714985.1212
cpd00817,-714987.0155
cpd00840,-312049.4477
cpd00851,-298854.4608
cpd00863,-786841.8094
cpd00868,-406677.1053
cpd00930,-665248.4588
cpd00945,-785842.408
cpd00996,-285400.3961
cpd01122,-536277.8882
cpd01239,-287410.3922
cpd01397,-814270.7285
cpd01545,-334688.4415
cpd01630,-333943.4411
cpd01701,-358011.6879
cpd01784,-359472.1084
cpd01807,-570566.6909
cpd01876,-334691.5974
cpd02016,-573161.207
cpd02024,-452503.8186
cpd02069,-617495.2401
cpd02175,-298854.3952
cpd02233,-441046.915
cpd02273,-345808.0049
cpd02448,-287402.6863
cpd02469,-332606.9803
cpd02510,-536277.5195
cpd02536,-334223.2116
cpd02574,-942329.5975
cpd02611,-870130.8918
cpd02654,-833951.015
cpd02698,-668303.6676
cpd02724,-679748.0935
cpd02894,-1009087.949
cpd00238,-858699.6514
cpd03583,-786837.303
cpd03880,-431114.9778
cpd03884,-431118.7906
cpd00175,-1750024.138
cpd00208,-814263.6229
cpd00213,-778189.8024
cpd00217,-814247.6005
cpd00261,-359262.0308
cpd00315,-1746859.616
cpd00449,-778936.0522
cpd00472,-1712939.617
cpd00491,-787594.2446
cpd00520,-358264.2526
cpd00589,-431116.3905
cpd00818,-786841.9559
cpd00874,-312047.3556
cpd00910,-814273.6428
cpd01206,-431137.3781
cpd01454,-791131.2503
cpd01961,-333618.9747
cpd02033,-471196.6058
cpd02121,-298861.9511
cpd02148,-643135.6492
cpd02152,-666172.1067
cpd02202,-370576.041
cpd02375,-1245611.191
cpd02553,-548113.6734
cpd03198,-814260.3829
cpd03199,-813514.5526
cpd03222,-708931.4062
cpd03674,-382911.5859
cpd12840,-1197419.713
cpd00008,-1316518.885
cpd00060,-502289.958
cpd00114,-972694.6181
cpd00120,-2547889.788
cpd00125,-1009860.89
cpd00129,-251648.8396
cpd00204,-71324.21982
cpd00218,-273793.6488
cpd00226,-305664.6599
cpd00322,-277043.8807
cpd00345,-1010604.246
cpd00448,-215553.5936
cpd00509,-667785.7798
cpd00626,-1644167.779
cpd00650,-2547139.608
cpd00682,-3283402.932
cpd03279,-569762.1398
cpd04349,-814262.7889
cpd00056,-1439614.028
cpd00210,-476260.9067
cpd00237,-558258.2055
cpd19002,-345809.886
cpd00287,-239204.5808
cpd00320,-321161.4836
cpd00586,-380771.2052
cpd00802,-786846.5707
cpd00815,-298851.8018
cpd00830,-404470.6081
cpd00862,-786844.322
cpd01003,-203101.9281
cpd19016,-287404.0603
cpd01345,-569647.214
cpd01355,-814261.2542
cpd01423,-1644161.049
cpd01526,-348016.0389
cpd01627,-383913.7557
cpd01733,-384354.8364
cpd01974,-393018.3248
cpd02100,-714988.1915
cpd02132,-690099.4955
cpd19026,-288499.8567
cpd02254,-622375.0492
cpd02340,-786835.4894
cpd02364,-392226.1458
cpd02542,-358581.4243
cpd02645,-642131.6957
cpd02734,-452255.4749
cpd02776,-358877.0058
cpd02832,-1175341.311
cpd03183,-452263.7565
cpd03218,-976862.8298
cpd03284,-558571.2843
cpd03379,-1308185.433
cpd03380,-1382096.368
cpd03876,-514975.2077
cpd04365,-215412.9698
cpd04809,-543084.6703
cpd05262,-477320.6428
cpd08993,-774644.2578
cpd08994,-630931.0537
cpd09421,-1583313.115
cpd00360,-258441.0432
cpd19175,-1024078.133
cpd19181,-321160.5262
cpd15141,-252394.7559
cpd15178,-396228.2598
cpd15180,-396509.3485
cpd16419,-1200018.657
cpd16423,-1210118.363